Sample_ID	Gene	DB_Support_Count	NCBI AMRFinderPlus	CARD	ResFinder	ARG-ANNOT	AMRFinderPlus (abritAMR)	Display
SRR39134500_filt	mdtF	1	0	1	0	0	0	mdtF²
SRR39134500_filt	mdtG	1	0	1	0	0	0	mdtG²
SRR39134500_filt	mdtH	1	0	1	0	0	0	mdtH²
SRR39134500_filt	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39134500_filt	mdtN	1	0	1	0	0	0	mdtN²
SRR39134500_filt	mdtO	1	0	1	0	0	0	mdtO²
SRR39134500_filt	mdtP	1	0	1	0	0	0	mdtP²
SRR39134500_filt	msbA	1	0	1	0	0	0	msbA²
SRR39134500_filt	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39134500_filt	PmrF	1	0	1	0	0	0	PmrF²
SRR39134500_filt	TolC	1	0	1	0	0	0	TolC²
SRR39134500_filt	ugd	1	0	1	0	0	0	ugd²
SRR39134500_filt	YojI	1	0	1	0	0	0	YojI²
SRR39134500_polished	acrB	1	0	1	0	0	0	acrB²
SRR39134500_polished	acrD	1	0	1	0	0	0	acrD²
SRR39134500_polished	AcrE	1	0	1	0	0	0	AcrE²
SRR39134500_polished	acrF	2	0	1	0	0	1	acrF²⁵
SRR39134500_polished	AcrS	1	0	1	0	0	0	AcrS²
SRR39134500_polished	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39134500_polished	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39134500_polished	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39134500_polished	bacA	1	0	1	0	0	0	bacA²
SRR39134500_polished	blaEC-15	1	0	0	0	0	1	blaEC-15⁵
SRR39134500_polished	cpxA	1	0	1	0	0	0	cpxA²
SRR39134500_polished	CRP	1	0	1	0	0	0	CRP²
SRR39134500_polished	EC-18	2	1	1	0	0	0	EC-18¹²
SRR39134500_polished	emrA	1	0	1	0	0	0	emrA²
SRR39134500_polished	emrB	1	0	1	0	0	0	emrB²
SRR39134500_polished	emrK	1	0	1	0	0	0	emrK²
SRR39134500_polished	emrR	1	0	1	0	0	0	emrR²
SRR39134500_polished	emrY	1	0	1	0	0	0	emrY²
SRR39134500_polished	eptA	1	0	1	0	0	0	eptA²
SRR39134500_polished	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39134500_polished	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39134500_polished	evgA	1	0	1	0	0	0	evgA²
SRR39134500_polished	evgS	1	0	1	0	0	0	evgS²
SRR39134500_polished	gadW	1	0	1	0	0	0	gadW²
SRR39134500_polished	gadX	1	0	1	0	0	0	gadX²
SRR39134500_polished	H-NS	1	0	1	0	0	0	H-NS²
SRR39134500_polished	kdpE	1	0	1	0	0	0	kdpE²
SRR39134500_polished	leuO	1	0	1	0	0	0	leuO²
SRR39134500_polished	marA	1	0	1	0	0	0	marA²
SRR39134500_polished	mdtA	1	0	1	0	0	0	mdtA²
SRR39134500_polished	mdtB	1	0	1	0	0	0	mdtB²
SRR39134500_polished	mdtC	1	0	1	0	0	0	mdtC²
SRR39134500_polished	mdtE	1	0	1	0	0	0	mdtE²
SRR39134500_polished	mdtF	1	0	1	0	0	0	mdtF²
SRR39134500_polished	mdtG	1	0	1	0	0	0	mdtG²
SRR39134500_polished	mdtH	1	0	1	0	0	0	mdtH²
SRR39134500_polished	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39134500_polished	mdtN	1	0	1	0	0	0	mdtN²
SRR39134500_polished	mdtO	1	0	1	0	0	0	mdtO²
SRR39134500_polished	mdtP	1	0	1	0	0	0	mdtP²
SRR39134500_polished	msbA	1	0	1	0	0	0	msbA²
SRR39134500_polished	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39134500_polished	PmrF	1	0	1	0	0	0	PmrF²
SRR39134500_polished	TolC	1	0	1	0	0	0	TolC²
SRR39134500_polished	ugd	1	0	1	0	0	0	ugd²
SRR39134500_polished	YojI	1	0	1	0	0	0	YojI²
SRR39135319_filt	acrB	1	0	1	0	0	0	acrB²
SRR39135319_filt	acrD	1	0	1	0	0	0	acrD²
SRR39135319_filt	AcrE	1	0	1	0	0	0	AcrE²
SRR39135319_filt	acrF	2	0	1	0	0	1	acrF²⁵
SRR39135319_filt	AcrS	1	0	1	0	0	0	AcrS²
SRR39135319_filt	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135319_filt	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135319_filt	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135319_filt	aph(3'')-Ia	1	0	0	0	1	0	aph(3'')-Ia⁴
SRR39135319_filt	aph(3')-Ia	4	1	1	1	0	1	aph(3')-Ia¹²³⁵
SRR39135319_filt	bacA	1	0	1	0	0	0	bacA²
SRR39135319_filt	blaEC-15	1	0	0	0	0	1	blaEC-15⁵
SRR39135319_filt	cpxA	1	0	1	0	0	0	cpxA²
SRR39135319_filt	CRP	1	0	1	0	0	0	CRP²
SRR39135319_filt	EC-13	2	1	1	0	0	0	EC-13¹²
SRR39135319_filt	emrA	1	0	1	0	0	0	emrA²
SRR39135319_filt	emrB	1	0	1	0	0	0	emrB²
SRR39135319_filt	emrK	1	0	1	0	0	0	emrK²
SRR39135319_filt	emrR	1	0	1	0	0	0	emrR²
SRR39135319_filt	emrY	1	0	1	0	0	0	emrY²
SRR39135319_filt	eptA	1	0	1	0	0	0	eptA²
SRR39135319_filt	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135319_filt	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135319_filt	evgA	1	0	1	0	0	0	evgA²
SRR39135319_filt	evgS	1	0	1	0	0	0	evgS²
SRR39135319_filt	gadW	1	0	1	0	0	0	gadW²
SRR39135319_filt	gadX	1	0	1	0	0	0	gadX²
SRR39135319_filt	H-NS	1	0	1	0	0	0	H-NS²
SRR39135319_filt	kdpE	1	0	1	0	0	0	kdpE²
SRR39135319_filt	leuO	1	0	1	0	0	0	leuO²
SRR39135319_filt	marA	1	0	1	0	0	0	marA²
SRR39135319_filt	mdtA	1	0	1	0	0	0	mdtA²
SRR39135319_filt	mdtB	1	0	1	0	0	0	mdtB²
SRR39135319_filt	mdtC	1	0	1	0	0	0	mdtC²
SRR39135319_filt	mdtE	1	0	1	0	0	0	mdtE²
SRR39135319_filt	mdtF	1	0	1	0	0	0	mdtF²
SRR39135319_filt	mdtG	1	0	1	0	0	0	mdtG²
SRR39135319_filt	mdtH	1	0	1	0	0	0	mdtH²
SRR39135319_filt	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135319_filt	mdtN	1	0	1	0	0	0	mdtN²
SRR39135319_filt	mdtP	1	0	1	0	0	0	mdtP²
SRR39135319_filt	msbA	1	0	1	0	0	0	msbA²
SRR39135319_filt	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135319_filt	PmrF	1	0	1	0	0	0	PmrF²
SRR39135319_filt	tet(A)	5	1	1	1	1	1	tet(A)¹²³⁴⁵
SRR39135319_filt	tetR	1	0	0	0	1	0	tetR⁴
SRR39135319_filt	TolC	1	0	1	0	0	0	TolC²
SRR39135319_filt	ugd	1	0	1	0	0	0	ugd²
SRR39135319_filt	YojI	1	0	1	0	0	0	YojI²
SRR39135319_polished	acrB	1	0	1	0	0	0	acrB²
SRR39135319_polished	acrD	1	0	1	0	0	0	acrD²
SRR39135319_polished	AcrE	1	0	1	0	0	0	AcrE²
SRR39135319_polished	acrF	2	0	1	0	0	1	acrF²⁵
SRR39135319_polished	AcrS	1	0	1	0	0	0	AcrS²
SRR39135319_polished	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135319_polished	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135319_polished	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135319_polished	aph(3'')-Ia	1	0	0	0	1	0	aph(3'')-Ia⁴
SRR39135319_polished	aph(3')-Ia	4	1	1	1	0	1	aph(3')-Ia¹²³⁵
SRR39135319_polished	bacA	1	0	1	0	0	0	bacA²
SRR39135319_polished	blaEC-15	1	0	0	0	0	1	blaEC-15⁵
SRR39135319_polished	cpxA	1	0	1	0	0	0	cpxA²
SRR39135319_polished	CRP	1	0	1	0	0	0	CRP²
SRR39135319_polished	EC-13	2	1	1	0	0	0	EC-13¹²
SRR39135319_polished	emrA	1	0	1	0	0	0	emrA²
SRR39135319_polished	emrB	1	0	1	0	0	0	emrB²
SRR39135319_polished	emrK	1	0	1	0	0	0	emrK²
SRR39135319_polished	emrR	1	0	1	0	0	0	emrR²
SRR39135319_polished	emrY	1	0	1	0	0	0	emrY²
SRR39135319_polished	eptA	1	0	1	0	0	0	eptA²
SRR39135319_polished	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135319_polished	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135319_polished	evgA	1	0	1	0	0	0	evgA²
SRR39135319_polished	evgS	1	0	1	0	0	0	evgS²
SRR39135319_polished	gadW	1	0	1	0	0	0	gadW²
SRR39135319_polished	gadX	1	0	1	0	0	0	gadX²
SRR39135319_polished	H-NS	1	0	1	0	0	0	H-NS²
SRR39135319_polished	kdpE	1	0	1	0	0	0	kdpE²
SRR39135319_polished	leuO	1	0	1	0	0	0	leuO²
SRR39135319_polished	marA	1	0	1	0	0	0	marA²
SRR39135319_polished	mdtA	1	0	1	0	0	0	mdtA²
SRR39135319_polished	mdtB	1	0	1	0	0	0	mdtB²
SRR39135319_polished	mdtC	1	0	1	0	0	0	mdtC²
SRR39135319_polished	mdtE	1	0	1	0	0	0	mdtE²
SRR39135319_polished	mdtF	1	0	1	0	0	0	mdtF²
SRR39135319_polished	mdtG	1	0	1	0	0	0	mdtG²
SRR39135319_polished	mdtH	1	0	1	0	0	0	mdtH²
SRR39135319_polished	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135319_polished	mdtN	1	0	1	0	0	0	mdtN²
SRR39135319_polished	mdtP	1	0	1	0	0	0	mdtP²
SRR39135319_polished	msbA	1	0	1	0	0	0	msbA²
SRR39135319_polished	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135319_polished	PmrF	1	0	1	0	0	0	PmrF²
SRR39135319_polished	tet(A)	5	1	1	1	1	1	tet(A)¹²³⁴⁵
SRR39135319_polished	tetR	1	0	0	0	1	0	tetR⁴
SRR39135319_polished	TolC	1	0	1	0	0	0	TolC²
SRR39135319_polished	ugd	1	0	1	0	0	0	ugd²
SRR39135319_polished	YojI	1	0	1	0	0	0	YojI²
SRR39135320_filt	acrB	1	0	1	0	0	0	acrB²
SRR39135320_filt	acrD	1	0	1	0	0	0	acrD²
SRR39135320_filt	AcrE	1	0	1	0	0	0	AcrE²
SRR39135320_filt	acrF	2	0	1	0	0	1	acrF²⁵
SRR39135320_filt	AcrS	1	0	1	0	0	0	AcrS²
SRR39135320_filt	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135320_filt	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135320_filt	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135320_filt	aph(3'')-Ia	1	0	0	0	1	0	aph(3'')-Ia⁴
SRR39135320_filt	aph(3')-Ia	4	1	1	1	0	1	aph(3')-Ia¹²³⁵
SRR39135320_filt	bacA	1	0	1	0	0	0	bacA²
SRR39135320_filt	blaEC-15	1	0	0	0	0	1	blaEC-15⁵
SRR39135320_filt	cpxA	1	0	1	0	0	0	cpxA²
SRR39135320_filt	CRP	1	0	1	0	0	0	CRP²
SRR39135320_filt	EC-13	2	1	1	0	0	0	EC-13¹²
SRR39135320_filt	emrA	1	0	1	0	0	0	emrA²
SRR39135320_filt	emrB	1	0	1	0	0	0	emrB²
SRR39135320_filt	emrK	1	0	1	0	0	0	emrK²
SRR39135320_filt	emrR	1	0	1	0	0	0	emrR²
SRR39135320_filt	emrY	1	0	1	0	0	0	emrY²
SRR39135320_filt	eptA	1	0	1	0	0	0	eptA²
SRR39135320_filt	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135320_filt	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135320_filt	evgA	1	0	1	0	0	0	evgA²
SRR39135320_filt	evgS	1	0	1	0	0	0	evgS²
SRR39135320_filt	gadW	1	0	1	0	0	0	gadW²
SRR39135320_filt	gadX	1	0	1	0	0	0	gadX²
SRR39135320_filt	H-NS	1	0	1	0	0	0	H-NS²
SRR39135320_filt	kdpE	1	0	1	0	0	0	kdpE²
SRR39135320_filt	leuO	1	0	1	0	0	0	leuO²
SRR39135320_filt	marA	1	0	1	0	0	0	marA²
SRR39135320_filt	mdtA	1	0	1	0	0	0	mdtA²
SRR39135320_filt	mdtB	1	0	1	0	0	0	mdtB²
SRR39135320_filt	mdtC	1	0	1	0	0	0	mdtC²
SRR39135320_filt	mdtE	1	0	1	0	0	0	mdtE²
SRR39135320_filt	mdtF	1	0	1	0	0	0	mdtF²
SRR39135320_filt	mdtG	1	0	1	0	0	0	mdtG²
SRR39135320_filt	mdtH	1	0	1	0	0	0	mdtH²
SRR39135320_filt	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135320_filt	mdtN	1	0	1	0	0	0	mdtN²
SRR39135320_filt	mdtP	1	0	1	0	0	0	mdtP²
SRR39135320_filt	msbA	1	0	1	0	0	0	msbA²
SRR39135320_filt	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135320_filt	PmrF	1	0	1	0	0	0	PmrF²
SRR39135320_filt	tet(A)	5	1	1	1	1	1	tet(A)¹²³⁴⁵
SRR39135320_filt	tetR	1	0	0	0	1	0	tetR⁴
SRR39135320_filt	TolC	1	0	1	0	0	0	TolC²
SRR39135320_filt	ugd	1	0	1	0	0	0	ugd²
SRR39135320_filt	YojI	1	0	1	0	0	0	YojI²
SRR39135320_polished	acrB	1	0	1	0	0	0	acrB²
SRR39135320_polished	acrD	1	0	1	0	0	0	acrD²
SRR39135320_polished	AcrE	1	0	1	0	0	0	AcrE²
SRR39135320_polished	acrF	2	0	1	0	0	1	acrF²⁵
SRR39135320_polished	AcrS	1	0	1	0	0	0	AcrS²
SRR39135320_polished	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135320_polished	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135320_polished	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135320_polished	aph(3'')-Ia	1	0	0	0	1	0	aph(3'')-Ia⁴
SRR39135320_polished	aph(3')-Ia	4	1	1	1	0	1	aph(3')-Ia¹²³⁵
SRR39135320_polished	bacA	1	0	1	0	0	0	bacA²
SRR39135320_polished	blaEC-15	1	0	0	0	0	1	blaEC-15⁵
SRR39135320_polished	cpxA	1	0	1	0	0	0	cpxA²
SRR39135320_polished	CRP	1	0	1	0	0	0	CRP²
SRR39135320_polished	EC-13	2	1	1	0	0	0	EC-13¹²
SRR39135320_polished	emrA	1	0	1	0	0	0	emrA²
SRR39135320_polished	emrB	1	0	1	0	0	0	emrB²
SRR39135320_polished	emrK	1	0	1	0	0	0	emrK²
SRR39135320_polished	emrR	1	0	1	0	0	0	emrR²
SRR39135320_polished	emrY	1	0	1	0	0	0	emrY²
SRR39135320_polished	eptA	1	0	1	0	0	0	eptA²
SRR39135320_polished	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135320_polished	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135320_polished	evgA	1	0	1	0	0	0	evgA²
SRR39135320_polished	evgS	1	0	1	0	0	0	evgS²
SRR39135320_polished	gadW	1	0	1	0	0	0	gadW²
SRR39135320_polished	gadX	1	0	1	0	0	0	gadX²
SRR39135320_polished	H-NS	1	0	1	0	0	0	H-NS²
SRR39135320_polished	kdpE	1	0	1	0	0	0	kdpE²
SRR39135320_polished	leuO	1	0	1	0	0	0	leuO²
SRR39135320_polished	marA	1	0	1	0	0	0	marA²
SRR39135320_polished	mdtA	1	0	1	0	0	0	mdtA²
SRR39135320_polished	mdtB	1	0	1	0	0	0	mdtB²
SRR39135320_polished	mdtC	1	0	1	0	0	0	mdtC²
SRR39135320_polished	mdtE	1	0	1	0	0	0	mdtE²
SRR39135320_polished	mdtF	1	0	1	0	0	0	mdtF²
SRR39135320_polished	mdtG	1	0	1	0	0	0	mdtG²
SRR39135320_polished	mdtH	1	0	1	0	0	0	mdtH²
SRR39135320_polished	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135320_polished	mdtN	1	0	1	0	0	0	mdtN²
SRR39135320_polished	mdtP	1	0	1	0	0	0	mdtP²
SRR39135320_polished	msbA	1	0	1	0	0	0	msbA²
SRR39135320_polished	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135320_polished	PmrF	1	0	1	0	0	0	PmrF²
SRR39135320_polished	tet(A)	5	1	1	1	1	1	tet(A)¹²³⁴⁵
SRR39135320_polished	tetR	1	0	0	0	1	0	tetR⁴
SRR39135320_polished	TolC	1	0	1	0	0	0	TolC²
SRR39135320_polished	ugd	1	0	1	0	0	0	ugd²
SRR39135320_polished	YojI	1	0	1	0	0	0	YojI²
SRR39135321_filt	acrB	1	0	1	0	0	0	acrB²
SRR39135321_filt	acrD	1	0	1	0	0	0	acrD²
SRR39135321_filt	AcrE	1	0	1	0	0	0	AcrE²
SRR39135321_filt	acrF	2	0	1	0	0	1	acrF²⁵
SRR39135321_filt	AcrS	1	0	1	0	0	0	AcrS²
SRR39135321_filt	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135321_filt	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135321_filt	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135321_filt	aph(3'')-Ib	4	1	1	1	0	1	aph(3'')-Ib¹²³⁵
SRR39135321_filt	aph(6)-Id	4	1	1	1	0	1	aph(6)-Id¹²³⁵
SRR39135321_filt	bacA	1	0	1	0	0	0	bacA²
SRR39135321_filt	blaEC-15	1	0	0	0	0	1	blaEC-15⁵
SRR39135321_filt	cpxA	1	0	1	0	0	0	cpxA²
SRR39135321_filt	CRP	1	0	1	0	0	0	CRP²
SRR39135321_filt	EC-18	2	1	1	0	0	0	EC-18¹²
SRR39135321_filt	emrA	1	0	1	0	0	0	emrA²
SRR39135321_filt	emrB	1	0	1	0	0	0	emrB²
SRR39135321_filt	emrK	1	0	1	0	0	0	emrK²
SRR39135321_filt	emrR	1	0	1	0	0	0	emrR²
SRR39135321_filt	emrY	1	0	1	0	0	0	emrY²
SRR39135321_filt	eptA	1	0	1	0	0	0	eptA²
SRR39135321_filt	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135321_filt	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135321_filt	evgA	1	0	1	0	0	0	evgA²
SRR39135321_filt	evgS	1	0	1	0	0	0	evgS²
SRR39135321_filt	gadW	1	0	1	0	0	0	gadW²
SRR39135321_filt	gadX	1	0	1	0	0	0	gadX²
SRR39135321_filt	H-NS	1	0	1	0	0	0	H-NS²
SRR39135321_filt	kdpE	1	0	1	0	0	0	kdpE²
SRR39135321_filt	leuO	1	0	1	0	0	0	leuO²
SRR39135321_filt	marA	1	0	1	0	0	0	marA²
SRR39135321_filt	mdtA	1	0	1	0	0	0	mdtA²
SRR39135321_filt	mdtB	1	0	1	0	0	0	mdtB²
SRR39135321_filt	mdtC	1	0	1	0	0	0	mdtC²
SRR39135321_filt	mdtE	1	0	1	0	0	0	mdtE²
SRR39135321_filt	mdtF	1	0	1	0	0	0	mdtF²
SRR39135321_filt	mdtG	1	0	1	0	0	0	mdtG²
SRR39135321_filt	mdtH	1	0	1	0	0	0	mdtH²
SRR39135321_filt	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135321_filt	mdtN	1	0	1	0	0	0	mdtN²
SRR39135321_filt	mdtO	1	0	1	0	0	0	mdtO²
SRR39135321_filt	mdtP	1	0	1	0	0	0	mdtP²
SRR39135321_filt	msbA	1	0	1	0	0	0	msbA²
SRR39135321_filt	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135321_filt	PmrF	1	0	1	0	0	0	PmrF²
SRR39135321_filt	strA	1	0	0	0	1	0	strA⁴
SRR39135321_filt	strB	1	0	0	0	1	0	strB⁴
SRR39135321_filt	tet(B)	5	1	1	1	1	1	tet(B)¹²³⁴⁵
SRR39135321_filt	TolC	1	0	1	0	0	0	TolC²
SRR39135321_filt	ugd	1	0	1	0	0	0	ugd²
SRR39135321_filt	YojI	1	0	1	0	0	0	YojI²
SRR39135321_polished	acrB	1	0	1	0	0	0	acrB²
SRR39135321_polished	acrD	1	0	1	0	0	0	acrD²
SRR39135321_polished	AcrE	1	0	1	0	0	0	AcrE²
SRR39135321_polished	acrF	2	0	1	0	0	1	acrF²⁵
SRR39135321_polished	AcrS	1	0	1	0	0	0	AcrS²
SRR39135321_polished	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135321_polished	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135321_polished	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135321_polished	aph(3'')-Ib	4	1	1	1	0	1	aph(3'')-Ib¹²³⁵
SRR39135321_polished	aph(6)-Id	4	1	1	1	0	1	aph(6)-Id¹²³⁵
SRR39135321_polished	bacA	1	0	1	0	0	0	bacA²
SRR39135321_polished	blaEC-15	1	0	0	0	0	1	blaEC-15⁵
SRR39135321_polished	cpxA	1	0	1	0	0	0	cpxA²
SRR39135321_polished	CRP	1	0	1	0	0	0	CRP²
SRR39135321_polished	EC-18	2	1	1	0	0	0	EC-18¹²
SRR39135321_polished	emrA	1	0	1	0	0	0	emrA²
SRR39135321_polished	emrB	1	0	1	0	0	0	emrB²
SRR39135321_polished	emrK	1	0	1	0	0	0	emrK²
SRR39135321_polished	emrR	1	0	1	0	0	0	emrR²
SRR39135321_polished	emrY	1	0	1	0	0	0	emrY²
SRR39135321_polished	eptA	1	0	1	0	0	0	eptA²
SRR39135321_polished	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135321_polished	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135321_polished	evgA	1	0	1	0	0	0	evgA²
SRR39135321_polished	evgS	1	0	1	0	0	0	evgS²
SRR39135321_polished	gadW	1	0	1	0	0	0	gadW²
SRR39135321_polished	gadX	1	0	1	0	0	0	gadX²
SRR39135321_polished	H-NS	1	0	1	0	0	0	H-NS²
SRR39135321_polished	kdpE	1	0	1	0	0	0	kdpE²
SRR39135321_polished	leuO	1	0	1	0	0	0	leuO²
SRR39135321_polished	marA	1	0	1	0	0	0	marA²
SRR39135321_polished	mdtA	1	0	1	0	0	0	mdtA²
SRR39135321_polished	mdtB	1	0	1	0	0	0	mdtB²
SRR39135321_polished	mdtC	1	0	1	0	0	0	mdtC²
SRR39135321_polished	mdtE	1	0	1	0	0	0	mdtE²
SRR39135321_polished	mdtF	1	0	1	0	0	0	mdtF²
SRR39135321_polished	mdtG	1	0	1	0	0	0	mdtG²
SRR39135321_polished	mdtH	1	0	1	0	0	0	mdtH²
SRR39135321_polished	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135321_polished	mdtN	1	0	1	0	0	0	mdtN²
SRR39135321_polished	mdtO	1	0	1	0	0	0	mdtO²
SRR39135321_polished	mdtP	1	0	1	0	0	0	mdtP²
SRR39135321_polished	msbA	1	0	1	0	0	0	msbA²
SRR39135321_polished	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135321_polished	PmrF	1	0	1	0	0	0	PmrF²
SRR39135321_polished	strA	1	0	0	0	1	0	strA⁴
SRR39135321_polished	strB	1	0	0	0	1	0	strB⁴
SRR39135321_polished	tet(B)	5	1	1	1	1	1	tet(B)¹²³⁴⁵
SRR39135321_polished	TolC	1	0	1	0	0	0	TolC²
SRR39135321_polished	ugd	1	0	1	0	0	0	ugd²
SRR39135321_polished	YojI	1	0	1	0	0	0	YojI²
SRR39135346_filt	aac(6')-Ib-cr	1	0	0	1	0	0	aac(6')-Ib-cr³
